Area,Bedrooms,Bathrooms,House_Age,Location_Score,Price
9217,4,4,38,6.927449877840023,4836774.4987784
214,5,3,5,5.474507423623483,309245.0742362348
4310,4,2,33,6.0500878351096015,2342000.878351096
413,3,1,5,4.133750700426198,325337.50700426195
878,5,4,31,7.416487522701693,688664.8752270169
4608,2,4,26,6.302083094379359,2480020.8309437935
9787,5,4,36,2.699726196565472,5098497.261965655
1366,3,2,12,4.908832074418269,828088.3207441827
4233,4,3,45,2.981213966543874,2293812.139665439
9053,2,2,39,2.7995676312328612,4643995.676312328
4230,3,4,7,7.198733353854227,2310487.3335385425
4640,3,3,21,2.492803170339571,2460428.031703396
4589,1,2,5,2.7984651064147545,2374984.6510641477
1088,3,3,1,1.3001703988645783,662501.7039886458
8099,5,1,11,5.063384547309454,4220633.845473095
5033,3,1,7,7.433667543938506,2669336.675439385
4590,5,1,13,6.165305313665388,2478153.0531366537
7869,2,1,48,1.4040654437143534,4027540.6544371434
8926,1,3,48,4.305737133887979,4595057.37133888
8334,3,2,9,7.798822514295305,4339488.225142953
8798,3,2,44,1.0943806563620835,4521943.80656362
7301,2,4,31,1.662347945557057,3782623.4794555707
9251,1,3,41,7.542122214987918,4786421.222149879
2072,5,4,45,8.44087923328716,1302908.7923328716
720,4,1,9,7.178422559067433,531284.2255906743
9087,5,4,1,7.777016104300111,4781770.161043001
6292,1,2,4,5.060744872555482,3248607.4487255546
1363,2,2,46,9.21577373908327,866657.7373908327
3677,4,4,26,1.380535116727013,2005305.3511672702
4110,1,3,3,1.8624782979808152,2140124.7829798083
1012,4,3,27,3.9110787668395237,683610.7876683952
9160,2,1,47,8.556845078666882,4744068.450786669
9079,1,3,17,2.34281642152976,4636428.164215297
8347,1,1,19,4.78199680760323,4265819.968076033
4904,1,2,50,3.401326944462917,2561013.269444629
1299,3,3,30,9.405020002077778,863550.2000207778
9201,1,1,46,4.771783651724835,4706217.836517248
604,1,1,47,3.112167591523547,391621.6759152355
5571,5,3,47,5.448675339956436,3008486.7533995644
1509,2,2,13,5.748470475712512,888484.7047571251
4231,4,3,35,1.1887737270122485,2269887.7372701224
1972,4,4,31,5.929847594642485,1200798.4759464248
6322,5,4,35,2.299456294322408,3361494.562943224
600,4,2,14,5.3183774496196845,470183.7744961968
3448,4,3,16,8.854245523990741,1945542.4552399074
2266,3,3,29,1.8390012097359143,1270890.0120973592
8889,3,2,14,4.745707571088258,4588957.075710882
2976,2,1,50,6.311147908227238,1631111.4790822724
4734,1,3,26,3.271991478370993,2477719.91478371
7669,1,3,12,3.293560287755262,3938435.6028775526
4474,1,2,21,7.544206089553605,2372942.060895536
3546,1,1,35,3.7522478263406676,1863022.4782634068
4667,3,2,41,6.923165321565529,2513231.653215655
3221,2,2,29,5.750726055669587,1752507.260556696
4125,3,1,31,1.501976737152718,2168019.7673715274
7437,5,4,44,8.727564735121584,3987775.647351216
7064,2,4,47,9.726693191291762,3752766.9319129176
8559,1,3,30,7.958106960630535,4439081.069606305
4926,1,2,11,4.710841374478469,2565608.413744785
5340,3,3,17,7.461898923572657,2858118.9892357267
4054,4,4,22,2.1622672727122367,2199622.6727271224
2120,5,1,22,9.699184303778779,1282991.8430377878
2687,4,1,29,8.33367749407308,1536336.7749407308
1770,1,2,12,5.906696302445898,1000066.963024459
5971,4,4,3,8.406639407559155,3211066.3940755916
3364,2,1,10,3.2410292889559527,1774410.2928895596
8322,2,4,50,2.4642837455420707,4310642.837455421
9246,3,4,44,6.783870109758084,4832838.701097581
7921,3,3,50,3.26266741786775,4123126.6741786776
784,5,4,39,9.30669478665565,664566.9478665565
534,5,1,20,7.1382749606540905,463382.7496065409
2448,1,1,29,2.011666866079633,1293616.6686607962
8023,4,4,15,8.361759453134848,4242617.594531349
7980,1,1,40,7.83134302330294,4123313.430233029
1676,2,3,10,3.4013072363580807,962013.0723635808
6421,3,1,27,1.8403514380993302,3317403.5143809933
9522,5,1,22,9.322408126545605,4980224.081265456
2938,5,3,26,6.67940809350924,1693794.0809350924
6761,4,3,16,1.8946623630404051,3532446.623630404
3124,3,3,48,4.306819537214385,1734068.1953721438
4573,5,3,49,1.4810502892863808,2470810.502892864
7991,1,4,23,2.0133557485603486,4107133.5574856033
3097,5,1,16,8.591448582682002,1757414.4858268201
8663,5,3,10,1.7802677541140886,4499302.6775411405
8730,3,3,25,2.012883568491942,4502628.83568492
133,4,4,11,2.397013752821138,235970.13752821137
3625,3,2,9,3.42168853890861,1941216.885389086
8429,5,4,4,2.538666883551584,4401886.668835516
1129,1,2,16,7.810438244169916,700604.3824416992
7977,1,2,30,6.242135050727924,4115921.3505072794
3689,1,1,15,5.736557364673782,1944365.5736467377
2600,1,3,13,6.438579289965744,1435885.7928996575
9975,4,1,44,7.403977297365076,5178539.772973651
148,5,2,39,8.604530286866417,309545.30286866415
2121,3,4,39,4.807222706892858,1248072.2270689285
4587,5,1,13,7.399261095541334,2488992.6109554134
5612,2,4,36,2.5522928452981266,2949522.928452981
9913,3,4,35,7.369099444723789,5167690.994447238
9746,1,4,44,6.592473697605477,5040924.7369760545
5876,5,1,30,1.6812200120316891,3084812.200120317
8586,4,1,45,6.872822103154707,4479228.2210315475
7901,1,2,30,3.361490528017221,4049114.9052801724
4846,1,4,38,2.9087165661004155,2551087.1656610044
888,2,1,22,5.239534855904427,562395.3485590443
4798,1,4,20,2.199249682369386,2510992.4968236936
1266,5,1,38,6.0628044924332265,827628.0449243323
7038,3,2,34,3.764452989739134,3663644.5298973913
9949,2,2,25,3.942390879480372,5096423.908794804
321,1,4,29,5.544208028260792,310442.08028260793
4037,4,2,15,1.2435092668642005,2148435.092668642
8408,2,1,41,7.651833661151153,4356018.336611511
5587,2,2,20,3.9683715393127543,2913183.7153931274
9347,4,4,8,9.395774870653511,4911457.748706535
6841,5,2,30,6.928147414994503,3634781.474149945
7481,1,2,28,6.198281473504951,3866482.8147350494
4209,4,1,28,1.32741949821493,2226774.194982149
7715,5,1,48,8.332193251289546,4079821.9325128957
8132,2,4,42,7.667219694982976,4263672.196949829
3125,3,2,23,6.640216424191504,1730402.164241915
1037,1,1,2,3.753914726366901,592039.1472636691
5763,4,3,19,1.1235992748647314,3027235.9927486475
8371,2,3,27,9.996599516568407,4383965.995165684
3725,3,1,2,8.345838687317528,2021958.3868731754
114,5,4,48,5.392519766744485,294925.1976674448
2526,5,4,21,6.669997271897165,1500199.9727189715
4557,3,1,14,8.148969318907671,2441989.6931890766
654,1,2,28,1.9618865922311266,410618.86592231126
9147,4,3,39,7.10593279752497,4789059.32797525
6744,3,1,48,3.0938536611463086,3501938.536611463
5919,3,3,35,1.4058481270242056,3096058.481270242
4157,5,1,46,9.41296087864738,2310629.608786474
4062,4,3,5,5.86808688034642,2217180.8688034643
7973,3,4,2,1.0918130394278962,4118418.130394279
7933,2,2,16,2.7054980174829577,4071554.9801748297
7895,3,1,19,7.223503459432385,4104235.034594324
1043,2,3,43,2.9942510521119736,657942.5105211197
6479,1,3,22,6.560491462397385,3381104.914623974
6100,2,3,20,6.361162780333068,3208611.627803331
1403,5,2,36,7.004871034797592,919548.710347976
3908,1,1,10,7.997566549255153,2073975.6654925516
9133,5,3,3,1.985804963371812,4732858.049633718
7361,1,2,1,5.784436938789387,3788844.369387894
4691,5,1,27,9.412994002127936,2568129.9400212793
6463,2,3,32,4.325795193898262,3375757.9519389826
8178,3,1,10,5.162023379059618,4220620.233790596
798,5,4,39,3.433427352505291,612834.2735250529
2378,5,1,13,6.769080347160115,1378190.803471601
3565,4,4,26,8.910957379118454,2024609.5737911845
3025,3,1,34,9.782969208197382,1702329.692081974
8735,2,4,36,1.7367060743556575,4502867.060743556
945,4,3,9,5.264687232210827,654646.8723221082
1538,3,2,29,3.2261031658239934,905761.0316582399
9422,1,4,34,2.842382565737756,4836423.825657378
8292,1,2,14,9.105770249592412,4294057.702495924
6031,4,4,9,7.0088464208987835,3230088.464208988
4246,5,3,37,6.236547667129474,2348865.476671295
847,4,3,8,3.057715318166771,583077.1531816677
5865,2,2,30,9.609153104377576,3113591.531043776
6751,4,2,48,7.017176297977578,3579671.7629797757
9742,1,1,1,8.97791139238915,4996279.113923891
9737,1,2,17,7.15921401481745,4998592.140148175
6002,2,4,27,4.7382756901864775,3161882.756901865
999,4,4,5,1.892856945462553,660928.5694546255
9595,1,2,9,4.903377065888557,4901033.770658885
7405,3,3,8,4.246171067862012,3853961.7106786203
5071,5,1,25,1.6620048994745364,2679620.0489947456
9753,5,4,15,4.262040075370379,5086620.400753704
7229,2,4,31,7.844163246127439,3808441.6324612745
7730,1,3,11,7.952665911356075,4015026.659113561
8047,4,1,40,2.4257332281881165,4162757.332281881
6053,3,1,23,6.1476643956063475,3174476.6439560633
8157,5,4,16,4.424874974472571,4290748.749744725
4040,5,3,10,9.049536612400388,2260495.3661240037
232,4,4,27,8.280285318368733,352302.8531836873
5317,1,2,47,1.079215864854992,2742792.15864855
6493,3,4,45,3.227122958665947,3421271.2295866595
3183,5,2,41,3.044028833775866,1772440.2883377587
6230,4,4,8,4.023097181406624,3299230.971814066
9130,4,1,15,4.590345095883232,4713403.450958832
7519,2,3,11,1.5854350474273065,3865854.350474273
2082,3,1,25,1.8719929898597898,1147219.929898598
1965,5,4,31,1.350132038151874,1171501.3203815187
7238,2,4,6,3.591700318134871,3757917.0031813486
1161,1,2,35,5.228647633733504,700286.4763373351
6241,1,3,35,3.1953856467801485,3234953.8564678016
9686,3,2,30,6.113404155519385,5009134.041555194
3133,1,4,27,6.252333439393492,1722523.3343939348
9794,1,3,25,5.602823793665447,5030528.237936654
5838,3,1,41,2.7424829717426014,3041924.829717426
5533,5,1,3,2.0699040298598703,2903699.040298599
43,1,1,12,3.040317008059182,92903.17008059182
9056,3,4,6,5.804771060583546,4709047.710605836
4712,1,2,31,1.1244651059432673,2432744.651059433
4055,3,4,17,5.017380902132793,2206173.809021328
5296,5,4,36,2.6651645295113675,2852651.645295114
1548,2,1,11,7.682657559966367,911326.5755996637
9833,2,1,46,8.220568819217835,5076705.6881921785
4406,2,4,36,1.9632125864198526,2340632.1258641984
6123,2,1,45,8.058335164870957,3219583.3516487097
2785,2,2,29,8.480690128407337,1561806.9012840735
8976,1,4,25,1.4284517351569481,4594784.51735157
1261,3,2,50,8.174473379160732,827244.7337916073
2211,3,4,19,6.421557311604537,1299215.5731160454
831,4,4,34,3.4315582697695115,606815.5826976951
3881,2,3,12,2.0559778336917365,2052059.7783369173
7881,2,2,26,2.790696917730453,4051406.9691773043
8047,1,2,8,7.339691502747017,4150896.9150274703
2143,4,2,38,5.4831766353045674,1255331.7663530456
3859,5,1,16,5.6824619653398125,2109324.619653398
9147,4,4,27,9.837051962095417,4825370.519620954
2865,5,2,24,1.100604746887125,1585506.0474688713
2574,5,4,8,9.920840213206057,1550208.4021320606
3182,1,4,45,3.051585408059691,1724015.854080597
8632,3,4,47,5.778167832322453,4517281.678323224
4773,2,4,23,1.4216137057286582,2512216.1370572867
239,4,2,29,1.1776537558665114,255776.53755866512
8091,3,3,26,6.943606860070977,4232936.06860071
4761,4,3,29,1.8145122148473187,2538145.1221484733
5290,3,4,41,2.1100827103313544,2806600.8271033135
1538,3,2,13,4.454172810588899,910041.7281058889
2515,1,2,26,9.035492859849807,1410854.928598498
5655,2,4,47,8.423734894595711,3035237.348945957
9871,3,3,16,7.207249157543785,5120572.491575438
7925,5,2,28,1.340093518141466,4119900.9351814147
4253,4,4,32,7.269028576893431,2355190.2857689345
1064,3,2,48,4.754684536764952,693546.8453676496
5870,5,1,4,3.811060108123387,3090110.601081234
6555,2,4,14,3.060222031212142,3415102.2203121213
7469,4,3,44,6.7024088842442815,3948524.0888424427
6714,5,2,24,2.3044565306288343,3522044.565306288
3744,4,4,43,2.7992165262130952,2061492.165262131
97,2,3,24,9.069076918009603,236190.76918009605
9244,1,4,28,7.876982897895188,4794769.828978952
6958,2,4,4,4.858199343462305,3629581.993434623
9097,1,2,16,9.614655503133552,4702646.555031336
5490,1,2,40,7.696236600106909,2891962.366001069
414,2,1,28,3.452762456451263,310527.62456451263
9519,2,3,10,5.6431239216737055,4905931.239216737
1107,2,3,39,8.38630217976836,741863.0217976836
9052,4,1,23,3.752260784322094,4670022.607843221
6543,2,2,23,3.7954946273715495,3390954.9462737157
862,1,4,45,3.0626047253165805,564126.0472531659
8522,1,1,45,1.6350684297053655,4334850.684297054
4174,4,2,24,3.801418433801985,2247014.1843380197
1868,2,4,26,9.4122204246668,1141122.204246668
5503,3,1,7,7.581200913073552,2905812.0091307354
5517,3,4,23,7.1542856297485615,2961542.8562974855
6104,3,4,35,6.648013287542594,3255980.1328754257
9054,4,3,27,2.3321136032532435,4688821.136032533
5338,5,4,4,4.4352703872300445,2875352.7038723
1924,1,3,17,5.942465873728143,1094924.6587372813
6894,2,1,13,5.418992414661351,3562689.9241466136
8567,5,1,20,4.938783290199172,4457887.832901992
5244,4,2,26,9.29585122661448,2837958.5122661446
6330,2,2,41,5.610309041800472,3311603.090418005
9991,1,4,20,3.0185994213519165,5115685.99421352
9558,5,4,37,9.209373860656902,5049593.738606569
7203,2,2,18,9.86843485216929,3779184.3485216927
4718,1,3,43,3.7325150887416028,2482825.150887416
7489,4,3,40,1.5702363100727719,3905202.3631007276
1213,5,1,20,4.8394022923700435,779894.0229237004
1249,5,2,13,4.645031942438557,807450.3194243856
4832,4,4,25,3.8993376309934074,2607493.376309934
8228,4,4,19,5.9891406156898075,4323391.4061568985
8376,3,2,48,1.6923988246986374,4318923.988246987
6642,1,4,3,7.674436425235143,3479244.364252351
398,3,1,27,8.875671552599112,376256.7155259911
2518,1,4,13,7.048858649257848,1415988.5864925785
5190,4,1,10,8.601157183649246,2781011.5718364925
4197,2,3,19,8.423033740390524,2277230.337403905
5528,5,2,31,9.625834410723671,3005758.3441072367
8471,4,3,28,6.928557081030707,4443785.570810307
1025,5,2,38,1.6396789105967964,677896.789105968
8736,2,2,3,4.877436244002039,4488274.362440021
8564,1,3,1,5.77072217063933,4405207.221706393
9333,4,4,34,8.695616660302667,4910456.166603027
8852,2,1,39,7.519350170364712,4575693.501703647
8836,4,4,42,7.226373071636308,4651263.7307163635
2151,2,3,40,3.7259327322699467,1217759.3273226994
8451,2,1,21,7.617683380146295,4367176.833801463
9,5,4,10,2.9150078579363923,198650.07857936394
2920,1,1,9,5.150610892528897,1551006.108925289
938,2,4,34,5.692230434941753,642922.3043494176
5476,5,2,20,8.481950398975501,2962819.503989755
973,5,3,21,4.918044578739432,691180.4457873943
235,1,2,44,7.684484574353752,266344.84574353753
2389,3,1,25,8.659962564142742,1368599.6256414275
4079,3,1,29,4.671355577228107,2175713.5557722813
4610,1,1,3,7.835002658233617,2419850.026582336
3519,5,2,24,7.057405753986136,1972074.0575398614
8353,3,1,5,3.2241070398858227,4286241.070398858
5773,5,3,29,8.82039591821095,3134203.9591821097
9852,1,4,46,5.5683500504339305,5084683.500504339
6073,2,4,47,1.3609006215039776,3173609.0062150396
3854,3,4,43,4.846276159817146,2116962.7615981717
3079,1,4,21,1.4775509387060128,1644775.50938706
7537,4,1,23,7.7145231800755525,3952145.2318007555
2826,4,1,22,4.929778518414864,1568297.7851841487
4306,2,4,29,4.565152691349031,2313151.52691349
6922,3,3,41,8.208919427661693,3668589.194276617
8345,2,1,43,4.711637420843294,4296116.374208433
9251,1,4,47,3.947942567089406,4768479.425670894
8518,1,2,33,7.691584743339818,4402415.8474333985
1495,1,1,39,9.68868191487783,898886.8191487783
7680,1,3,44,3.026412863377984,3957264.12863378
760,5,1,16,5.240723327858329,555407.2332785833
4963,1,1,13,5.251295851450802,2575512.958514508
5930,2,3,44,2.5631858930064197,3097631.8589300644
250,3,4,24,8.017080993097338,337170.8099309734
8122,1,1,10,3.8737277168525486,4139737.2771685254
7565,2,3,2,2.895654110544176,3897456.5411054417
3925,3,4,38,6.680018392268811,2168300.183922688
2731,1,3,43,2.1486453150926392,1473486.4531509264
7885,3,4,47,4.535222764101794,4131352.227641018
6140,4,4,35,6.391980798995752,3291419.8079899577
6270,3,4,27,8.133313770006247,3349833.1377000622
9829,1,1,37,7.599954732340588,5043999.547323406
710,4,1,5,4.80613182002646,500561.3182002646
1138,5,3,42,6.775474679049819,802754.7467904981
2543,3,3,15,4.5328720042295485,1429328.7200422955
9591,2,1,38,6.795573957790624,4937455.739577906
6222,5,2,13,9.447441057914006,3341974.41057914
9124,2,3,27,3.0972382848287174,4691472.382848287
7155,3,1,30,4.019351914794511,3707693.519147945
4645,3,1,44,6.9849538774957525,2489349.5387749574
1669,3,4,11,7.74966150274916,1037496.6150274916
5955,2,2,21,4.646069629667417,3104460.696296674
5474,4,4,33,8.525620798018394,2978756.207980184
112,5,1,22,7.7515456574149155,259515.45657414914
4824,3,2,1,4.5955346026788195,2548455.346026788
5929,3,4,39,4.74497069209621,3151449.7069209623
5158,2,1,33,1.5665108615885899,2666165.108615886
1126,3,2,43,5.472424197745719,729224.2419774572
4744,1,1,28,6.119057098129452,2482190.5709812944
5636,1,4,17,1.7983239861582976,2924483.239861583
1060,3,1,30,3.53556412334709,655355.6412334709
3973,2,2,22,9.540217558338576,2162902.175583386
8781,5,3,28,4.830235014143873,4597802.350141439
860,2,2,46,2.848293594499654,551482.9359449965
5869,1,4,16,7.0157565430369395,3092657.565430369
7390,2,1,41,7.176899956824908,3842268.999568249
9923,3,4,11,3.698539600529142,5123985.3960052915
7716,1,4,7,5.888166437216183,4000381.664372162
105,2,2,15,2.9233332193977377,159233.33219397737
9793,4,4,36,9.022192112095343,5144721.921120954
8575,2,1,7,8.244449439491614,4428444.494394916
1160,2,2,8,9.562155080090221,749621.5508009022
1405,3,4,11,1.28970524127282,840897.0524127282
7852,1,3,23,6.390523806356644,4066405.2380635664
8562,2,4,36,6.592936135768607,4464929.361357686
9199,1,1,35,3.83430042266942,4690343.004226694
9384,4,4,28,3.323986116233435,4879239.861162335
8725,4,4,18,2.6089846957385343,4537589.846957386
5774,1,2,16,9.892525635585073,3043925.256355851
2801,4,2,27,5.5259449586029135,1579259.4495860292
7781,1,2,18,8.15540043679479,4031054.004367948
236,2,1,11,7.146998529896465,249969.98529896466
757,4,1,10,7.323927378532725,551739.2737853272
9702,4,3,12,6.980307650240949,5051803.07650241
8764,2,3,8,9.636156609786738,4567361.566097868
2708,3,4,40,8.462651639035501,1578626.516390355
3836,3,2,38,9.369420682138244,2120694.2068213825
1066,4,1,46,7.204805990250435,723048.0599025043
5027,1,1,21,5.108017319258599,2610080.173192586
8713,2,3,32,3.9258374412836146,4496758.3744128365
2106,3,1,9,5.293743093972045,1185437.4309397205
6110,2,1,18,2.6751351845034756,3145751.351845035
2767,1,3,38,3.4278513865743445,1501778.5138657435
5735,2,3,49,1.635437409130883,2993354.374091309
7264,4,2,1,1.3846884948371738,3756346.884948372
227,3,4,27,3.693145918553456,283931.45918553456
7425,5,3,19,9.492441558866618,3961924.415588666
1636,2,4,8,6.386759594448032,985867.5959444803
3804,5,3,27,5.9102994154523785,2119602.9941545236
4505,4,3,4,6.029489700432143,2439794.897004321
4058,2,4,43,6.581372029549772,2216313.7202954977
2678,5,4,14,2.9751391429883842,1535751.391429884
7466,1,2,4,1.2078213469731547,3797078.2134697316
3398,2,3,25,3.6529280064725977,1833029.280064726
771,3,4,48,4.63609465230776,575860.9465230776
5026,2,4,32,5.912595435116513,2688125.9543511653
4443,1,3,18,4.063648593788449,2336136.4859378845
8237,5,1,7,2.9355449147093218,4266355.449147093
224,1,4,43,2.477563539686561,238275.6353968656
1503,5,4,38,8.424347066857276,1014743.4706685727
2129,2,4,24,1.502901388040216,1191529.013880402
9912,1,4,24,2.2915788835769653,5070915.7888357695
1359,2,1,15,2.895511148676124,770955.1114867612
8547,5,3,49,7.223655996011655,4515236.559960117
8264,5,3,4,5.567144466393838,4334671.444663938
7090,2,1,23,2.477427893805576,3636274.278938056
3929,1,3,44,1.5946247169134233,2067446.2471691342
4551,3,4,24,1.1660351338125388,2419160.3513381253
4628,3,2,41,8.488403370652286,2509384.033706523
5108,1,4,19,8.449375155415574,2727993.7515541557
7175,3,4,33,1.7745563651621756,3741745.563651622
3965,4,1,14,9.742239740491565,2181922.3974049157
1004,5,3,15,6.5615232657248095,720115.2326572482
741,1,3,40,1.088186408878789,466381.8640887879
5747,1,4,36,8.257119577000104,3054071.195770001
4749,5,1,33,6.84129351456993,2574412.9351456994
403,2,2,21,8.314075196430426,365140.75196430425
4305,1,1,33,2.5792190106971624,2229792.1901069717
2558,4,2,43,3.9188677241890915,1449688.677241891
3469,3,2,30,1.4698497292524242,1854198.4972925242
7255,4,4,22,9.956781114365063,3878067.8111436507
5213,3,4,43,1.37677405143614,2761767.7405143613
4434,1,1,37,5.564523671312626,2326145.2367131263
3956,3,2,3,4.696892549734867,2116468.925497349
191,3,1,40,1.514484365406977,205644.84365406976
9907,5,2,50,7.30176991583727,5181517.699158372
4723,1,2,18,4.1484322407332614,2461984.3224073327
7401,3,1,8,8.277508216511631,3862275.0821651164
7169,5,1,37,2.7929291442903423,3745929.291442903
7533,3,2,44,4.717696739551469,3925676.9673955147
3310,4,4,39,5.6754667657191655,1871254.6676571916
5813,3,4,13,8.421839443010597,3117218.394430106
9425,2,1,18,4.653783209045173,4823037.832090451
2606,4,3,10,6.9740395902413574,1502740.3959024136
1295,2,4,28,1.2374415062250383,773874.4150622503
3450,4,1,11,1.0849616572022516,1836349.6165720224
6387,2,1,49,1.345724983616734,3286457.2498361673
4362,2,4,8,2.906875447984736,2314068.7544798474
1204,4,3,48,8.557120154736012,836571.2015473602
7855,4,3,18,7.864106571997673,4140141.0657199766
7040,5,4,6,1.44991498547326,3697499.1498547327
9605,1,1,39,1.936453795226202,4876364.537952262
3237,2,2,11,3.318289448289022,1727182.8944828901
4957,3,2,37,8.383458330221188,2670834.583302212
7925,5,2,15,1.9401478760957627,4119401.4787609577
3748,4,4,8,1.3716925984717299,2031716.9259847172
5480,4,3,26,1.241509846250912,2890415.098462509
3366,4,2,50,9.614822991334865,1914148.2299133486
9417,1,4,47,1.7512002844894003,4829512.002844894
7565,2,2,19,5.6566768705425545,3918566.7687054253
4763,5,4,48,7.958549001897013,2645085.4900189703
6229,1,3,9,1.3594380603071863,3197594.380603072
3524,2,3,36,5.164843239258022,1916648.4323925802
8621,2,2,3,4.431990935750638,4426319.909357507
5950,2,4,49,5.5650226644446175,3155150.226644446
4845,1,4,13,8.507468971569912,2594074.6897156993
3478,4,3,48,3.4246579481363373,1922246.5794813633
4907,5,3,37,5.19592852571462,2668959.285257146
3549,2,4,31,4.65959325967528,1936595.932596753
8823,5,2,47,4.589331445539054,4610893.314455391
4295,2,4,44,4.7424665975825055,2316924.665975825
4652,3,2,11,1.2682273887633657,2434182.273887634
5436,4,3,18,5.645565831266612,2908455.658312666
8352,5,1,34,3.9206137518536215,4347206.137518536
7475,3,2,2,9.308408694910867,3921584.0869491086
6893,3,4,19,6.8677259496571486,3644677.2594965715
378,5,4,50,5.78956961768983,431895.6961768983
8203,4,3,50,4.924497639841897,4300744.976398419
8659,3,4,43,3.9789822156253427,4510789.822156253
3745,5,1,3,8.373832621390726,2072738.3262139072
4161,2,3,15,2.0478632186938426,2193478.6321869385
4722,1,2,16,6.0590210111116685,2479590.2101111165
7887,1,4,46,9.87074452908692,4145207.445290869
1639,5,1,44,2.3722380452879217,980222.3804528792
6583,4,2,35,2.8391496361863213,3447391.4963618633
7787,3,3,15,4.760302557975374,4053603.025579754
1068,5,2,34,3.183241554593691,712832.4155459369
9466,1,2,46,2.4577645829685495,4830577.645829685
7510,3,4,47,5.010318167229455,3948603.1816722946
3042,1,4,18,2.9619464271023945,1639619.4642710239
4526,5,3,49,3.9600450721068547,2472100.450721069
6760,1,4,7,1.2590103766507748,3476090.103766508
3576,1,1,14,6.852549390154963,1898525.4939015496
2067,3,2,50,6.320111290343198,1211701.112903432
4138,5,1,49,7.682853431331094,2285328.534313311
4794,4,3,35,5.899129668959784,2598491.296689598
3547,4,3,5,2.5781432873864762,1926781.4328738647
2797,1,4,14,5.9748873672722125,1545248.8736727221
7039,5,4,40,9.817670893825488,3797676.708938255
4500,4,2,9,8.889511105719478,2453395.111057195
3425,1,3,2,4.95663714355301,1828066.37143553
3314,5,1,36,8.631185849943922,1876311.8584994392
4670,1,4,8,1.632663598372446,2435326.6359837246
6639,5,1,18,1.813799044575768,3461637.9904457578
7847,1,3,8,6.388856234006187,4056388.5623400616
2259,4,3,17,1.5576991965044713,1278576.9919650448
2608,4,1,14,5.793335550068276,1463933.3555006827
7091,5,3,15,3.08348565629476,3728834.8565629474
1764,4,2,13,9.037267977414778,1088872.6797741477
5478,4,3,16,3.1801269588433603,2903801.2695884337
7431,5,1,14,6.311012705603878,3900610.127056039
1745,4,3,5,4.096193077774603,1040961.930777746
2309,4,3,40,4.715552293862647,1346655.5229386264
8805,2,1,37,8.824168528784012,4564241.68528784
2686,1,1,47,4.335568490049289,1444855.684900493
6133,3,1,28,5.486636611416344,3210366.3661141633
9804,4,3,46,8.264906146027235,5132649.061460272
2200,3,4,24,4.2006776975276825,1274006.7769752769
1629,1,4,6,7.261141683745105,970111.416837451
4554,5,2,1,7.396474794053843,2481464.7479405385
7867,3,1,26,4.805708862654004,4069557.0886265403
8641,2,4,28,3.8436798571088784,4472936.798571088
6893,4,1,15,8.767122994851729,3636671.2299485174
103,5,1,26,7.290371277087205,252403.71277087205
642,2,1,5,8.573151003643897,464231.51003643894
4906,1,1,35,6.024373614065579,2565743.736140656
5757,4,1,27,4.673423435864052,3033734.2343586404
9869,3,3,7,4.5175295652029455,5088175.295652029
251,5,2,1,5.89305701247542,314930.5701247542
1985,1,3,36,8.222511176248121,1157725.1117624813
2035,2,4,10,4.438019088217298,1166880.190882173
9478,4,4,48,2.7777478214324502,4930777.478214324
5381,5,4,29,8.906402299863121,2954064.022998631
3934,3,2,43,9.082316690734523,2169323.1669073454
9770,3,1,19,7.894449586193663,5048444.495861936
7959,1,2,13,2.160664929034715,4057606.649290347
6284,1,1,25,2.298864330367029,3212488.6433036705
6089,4,4,25,5.672859636640183,3253728.5963664018
3043,1,3,37,4.453338977233465,1649533.3897723346
7880,2,1,23,1.0726827535114953,4017226.827535115
4806,1,3,6,4.872837172231083,2519728.371722311
9663,2,3,4,2.6568283876445395,4945068.283876445
6452,4,3,1,2.9697303015037915,3381197.303015038
7711,2,2,38,1.3452688074352168,3957952.688074352
1637,3,2,34,5.042575603504283,975925.7560350428
8447,5,2,49,1.5817881821970963,4393817.881821971
978,5,4,1,1.660211297748733,666102.1129774874
7350,3,4,30,5.770011986097338,3867700.119860973
6024,4,3,39,8.632452712779129,3242824.527127791
1141,3,3,45,8.360267108630227,781602.6710863023
7174,4,4,11,6.934447582884497,3801844.475828845
8015,5,2,17,2.082458743401229,4166824.5874340124
5611,3,1,25,5.454219340523241,2947542.1934052324
9116,5,1,45,3.1744315959916625,4727244.315959916
6915,5,3,37,2.9888107655616434,3650888.1076556165
5806,2,3,19,9.770687004948527,3095206.8700494855
6314,1,1,24,9.500435608239714,3299004.356082397
9450,2,2,39,3.0728884755450983,4845228.884755451
8625,5,4,33,9.99650317712258,4588965.031771226
7522,4,2,39,9.261621091045845,3983116.2109104586
5334,5,1,11,8.715413079541118,2874654.1307954113
9516,3,2,44,4.134541437687953,4911345.414376879
9473,5,3,37,2.985676293707857,4929856.762937078
7506,5,1,14,6.821888493934743,3943218.8849393474
439,2,1,45,8.19702696942409,378970.2696942409
785,5,3,43,5.526997404077497,614269.974040775
2842,5,2,35,8.730219694908783,1655802.1969490878
5862,3,2,15,4.255777822825893,3071057.7782282587
7501,4,1,28,9.082755543862866,3950327.555438629
7559,4,2,26,8.984539718633716,3992345.397186337
3866,3,1,9,3.9822511344692444,2052322.5113446924
